Time (UTC),Carbon (kg/kWh)
2022-10-06 16,0.28177238807200533
2022-10-06 17,0.26552473677611166
2022-10-06 18,0.26286635946287124
2022-10-06 19,0.26039424457166443
2022-10-06 20,0.2601499803727555
2022-10-06 21,0.24900739459908067
2022-10-06 22,0.24271505845969704
2022-10-06 23,0.26245001319875527
2022-10-07 00,0.28721595485604706
2022-10-07 01,0.31660204436742934
2022-10-07 02,0.3269197070385397
2022-10-07 03,0.338843135386577
2022-10-07 04,0.34378221074913906
2022-10-07 05,0.3508455024873717
2022-10-07 06,0.3457270480868545
2022-10-07 07,0.337525382810983
2022-10-07 08,0.34354834425743996
2022-10-07 09,0.33939221000306535
2022-10-07 10,0.3509985692006667
2022-10-07 11,0.35644460417145757
2022-10-07 12,0.34910105299638533
2022-10-07 13,0.3485400285172394
2022-10-07 14,0.352097578974147
2022-10-07 15,0.31138363030192445
2022-10-07 16,0.2534861166117834
2022-10-07 17,0.2385451291288493
2022-10-07 18,0.24881491330285727
2022-10-07 19,0.24345060758134404
2022-10-07 20,0.24038796070925617
2022-10-07 21,0.24249666115257673
2022-10-07 22,0.2289735887510363
2022-10-07 23,0.2468953811167511
2022-10-08 00,0.26293775154449267
2022-10-08 01,0.3131363143624691
2022-10-08 02,0.3530068281093212
2022-10-08 03,0.35453053861807554
2022-10-08 04,0.3543505562999487
2022-10-08 05,0.35423322717410755
2022-10-08 06,0.35618524964678694
2022-10-08 07,0.3575465310421957
2022-10-08 08,0.36924160313690046
2022-10-08 09,0.37311170402089594
2022-10-08 10,0.377504739757315
2022-10-08 11,0.38219578565449164
2022-10-08 12,0.38301754333764837
2022-10-08 13,0.38813627837135073
2022-10-08 14,0.3833310517889795
2022-10-08 15,0.3307328398871966
2022-10-08 16,0.28452841980951477
2022-10-08 17,0.27108814223074595
2022-10-08 18,0.2651018786577649
2022-10-08 19,0.263195598077582
2022-10-08 20,0.2509064147893825
2022-10-08 21,0.25642608287126484
2022-10-08 22,0.2519743057699932
2022-10-08 23,0.2617801273969219
2022-10-09 00,0.28479032085786976
2022-10-09 01,0.3315638757564976
2022-10-09 02,0.36690147078217783
2022-10-09 03,0.36560513748941154
2022-10-09 04,0.3614304002721818
2022-10-09 05,0.36045328481984373
2022-10-09 06,0.3634093823657985
2022-10-09 07,0.3682619314498422
2022-10-09 08,0.364246349569928
2022-10-09 09,0.36715303305532865
2022-10-09 10,0.3652328586247677
2022-10-09 11,0.36214278226726515
2022-10-09 12,0.36886652494380034
2022-10-09 13,0.37969183635908577
2022-10-09 14,0.38124731448372834
2022-10-09 15,0.33470646841679424
2022-10-09 16,0.2771776015298694
2022-10-09 17,0.24082704011901485
2022-10-09 18,0.24116760824080574
2022-10-09 19,0.22967308705326892
2022-10-09 20,0.23557470028272673
2022-10-09 21,0.22950843334363089
2022-10-09 22,0.22103048370930722
2022-10-09 23,0.24724395086710926
2022-10-10 00,0.28453548629557274
2022-10-10 01,0.35514974111715003
2022-10-10 02,0.3942308040770128
2022-10-10 03,0.39495887899460913
2022-10-10 04,0.3952339424667609
2022-10-10 05,0.39115125105437487
2022-10-10 06,0.3973685596514075
2022-10-10 07,0.3922283966083712
2022-10-10 08,0.38449027198937774
2022-10-10 09,0.37920869669635016
2022-10-10 10,0.37623677699446906
2022-10-10 11,0.3783657806670036
2022-10-10 12,0.37736478571071363
2022-10-10 13,0.37557393088246727
2022-10-10 14,0.37163078040443914
2022-10-10 15,0.3517894047994799
2022-10-10 16,0.34332323410449267
2022-10-10 17,0.3211660886948018
2022-10-10 18,0.308928196068123
2022-10-10 19,0.2986991911609236
2022-10-10 20,0.2779286024616961
2022-10-10 21,0.2662512237443061
2022-10-10 22,0.2668657834957936
2022-10-10 23,0.2683004566975647
2022-10-11 00,0.2939439262322543
